Registro_ANS;CNPJ;Razao_Social;Nome_Fantasia;Modalidade
302627;3,56173E+13;CAIXA DE ASSISTÊNCIA DOS MAGISTRADOS DE PERNAMBUCO;CAIXA DE ASSISTÊNCIA DOS MAGISTRADOS DE PERNAMBUCO;Autogestão
359122;6,33677E+13;CAIXA DE ASSISTÊNCIA DOS SERVIDORES FAZENDÁRIOS ESTADUAIS;CAFAZ;Autogestão
417548;3,03301E+12;CAIXA DE ASSISTÊNCIA OSWALDO CRUZ;FIOSAÚDE;Autogestão
320820;6,6879E+11;CAIXA DE ASSISTÊNCIA SISTEMA SAÚDE INTEGRAL-SSI SAUDE;SSI SAÚDE;Autogestão
412295;3,70298E+12;CAIXA DE ASSISTÊNCIA À SAUDE DOS EMPREGADOS DA CODEVASF - CASEC;CASEC;Autogestão
324361;4,21822E+13;CAIXA DE ASSISTÊNCIA À SAÚDE - CABERJ;;Medicina de Grupo
417661;1,19961E+13;CAIXA DE ASSISTÊNCIA À SAÚDE DO SINDICATO DOS FUNCIONÁRIOS INTEGRANTES DO GRUPO OCUPACIONAL ADMINISTRAÇÃO TRIBUTÁRIA DO ESTADO DE PERNAMBUCO;FISCO SAÚDE-PE;Autogestão
421341;4,57463E+12;CAIXA DE ASSISTÊNCIA À SAÚDE DOS SERVIDORES PÚBLICOS DO ESTADO DO MATO GROSSO DO SUL;UNISAÚDEMS ;Autogestão
419851;2,12058E+13;CAIXA DE ASSISTÊNCIA À SAÚDE DOS TRABALHADORES NAS INDÚSTRIAS METALÚRGICAS, MECÂNICAS E DO MATERIAL ELÉTRICO DE BRUSQUE;SINTIMMMEB SAÚDE;Autogestão
324477;3,00367E+13;CAIXA DE PREVIDÊNCIA E ASSISTÊNCIA DOS SERVIDORES DA FUNDAÇÃO NACIONAL DE SAÚDE - CAPESESP;CAPESESP;Autogestão
312924;3,60305E+11;CAIXA ECONÔMICA FEDERAL;CAIXA;Autogestão
418072;1,3224E+13;CAIXA SEGURADORA ESPECIALIZADA EM SAÚDE S/A;CAIXA SEGURADORA SAÚDE;Seguradora Especializada em Saúde
319872;3,59086E+13;CAMIM OPERADORA DE PLANO DE SAÚDE LTDA;CAMIM;Medicina de Grupo
417785;4,56622E+12;CAMPEÃ ADMINISTRADORA DE BENEFÍCIOS LTDA.;;Administradora de Benefícios
419265;1,76347E+13;CAPITAL ADMINISTRADORA DE BENEFÍCIOS LTDA.;CAPITAL ADMINISTRADORA DE BENEFÍCIOS;Administradora de Benefícios
379956;2,72535E+12;CARE PLUS MEDICINA ASSISTENCIAL LTDA.;CARE PLUS MEDICINA ASSISTENCIAL LTDA.;Medicina de Grupo
389358;8,56424E+11;CARE PLUS ODONTOLOGIA ASSISTENCIAL LTDA.;INPAO DENTAL;Odontologia de Grupo
422304;3,62635E+13;CARING SAÚDE ASSISTÊNCIA MÉDICA LTDA.;;Medicina de Grupo
327328;5,45543E+12;CASA DE SAÚDE NOSSA SENHORA DE FÁTIMA  LTDA.;CASA DE SAÚDE NOSSA SENHORA DE FÁTIMA .;Medicina de Grupo
417165;9,11471E+12;CASE - CENTRAL DE ADMINISTRAÇÃO DE PLANO DE SAÚDE LTDA;CASE SAÚDE;Administradora de Benefícios
424269;5,70615E+13;CASTELLANO ODONTO PLANOS DE SAUDE LTDA;ODONTO CARE;Odontologia de Grupo
423637;4,98848E+13;CASUFES SAÚDE ADMINISTRADORA DE BENEFÍCIOS;CASUFES SAÚDE;Administradora de Benefícios
423220;4,54003E+13;CATEDRAL ADMINISTRADORA DE BENEFÍCIOS LTDA;;Administradora de Benefícios
415952;6,41705E+13;CDA - ASSISTÊNCIA ODONTOLÓGICA LTDA - EPP;CDA ASSISTENCIA ODONTOLOGICA LTDA-EPP;Odontologia de Grupo
311472;1,89871E+13;CEAM BRASIL - PLANOS DE SAÚDE LTDA;CEAM BRASIL;Medicina de Grupo
418749;6,81435E+12;CEDPLAN SAÚDE LTDA EPP;;Medicina de Grupo
339270;4,22788E+13;CELULOSE NIPO-BRASILEIRA S/A - CENIBRA;CENIBRA;Autogestão
417505;1,20558E+13;CEMIG SAÚDE;CEMIG SAÚDE;Autogestão
422436;4,94019E+12;CENIBRA LOGÍSTICA LTDA;CENIBRA LOG;Autogestão
417092;1,054E+13;CENTRAL OPERADORA DE PLANOS DE SAÚDE NORTE-NORDESTE LTDA;;Medicina de Grupo
386596;3,66982E+11;CENTRAL REGIONAL DAS COOPERATIVAS MÉDICAS - UNIMED CERRADO;UNIMED CERRADO;Cooperativa Médica
392804;7,73639E+11;CENTRO CLÍNICO GAÚCHO LTDA;CENTRO CLÍNICO GAÚCHO;Medicina de Grupo
415910;2,56947E+12;CENTRO DE ENDOCRINOLOGIA DE JUNDIAÍ S/S LTDA;IDEAL VIDA E SAUDE;Medicina de Grupo
350699;9,50062E+11;CENTRO HOSPITALAR ATIBAIA LTDA.;CLIMED SAÚDE;Medicina de Grupo
408883;2,75331E+13;CENTRO MÉDICO FÁTIMA LTDA;;Medicina de Grupo
314757;3,7161E+13;CENTRO ODONTOLOGICO INTEGRADO LTDA;INTERDENTAL;Odontologia de Grupo
303623;6,26384E+13;CENTRO TRASMONTANO DE SAO PAULO;CENTRO TRASMONTANO DE SAO PAULO;Medicina de Grupo
401871;6,49286E+13;CEORP - CENTRO ODONTOLOGICO LTDA;CEORP;Odontologia de Grupo
324892;4,37765E+13;CETESB - COMPANHIA AMBIENTAL DO ESTADO DE SÃO PAULO;CETESB;Autogestão
310247;8,86454E+13;CIRCULO OPERARIO CAXIENSE;CIRCULO OPERARIO CAXIENSE;Medicina de Grupo
423963;4,04325E+13;CLARO S.A;CLARO;Autogestão
419435;2,00884E+13;CLASSE ADMINISTRADORA DE BENEFÍCIOS LTDA - ME;CLASSE ADMINISTRADORA;Administradora de Benefícios
423327;4,33834E+13;CLICSAUDE ADMINISTRADORA DE BENEFICIOS LTDA;CLICSAUDE ADMINISTRADORA DE BENEFICIOS;Administradora de Benefícios
410071;3,44795E+12;CLINICA ODONTOLOGICA ODONTOPLAN LTDA;ODONTOPLAN;Odontologia de Grupo
340782;7,68826E+13;CLINIPAM CLINICA PARANAENSE DE ASSISTENCIA MEDICA LTDA;GNDI SUL;Medicina de Grupo
417891;9,58527E+12;CLUBE DE BENEFICIOS PARA COOP., ASS., CONS., SIND. E SEGUROS - CBCACSS;;Administradora de Benefícios
422461;3,80463E+13;CLUBE SILVER ADMINISTRADORA DE PLANOS DE SAUDE LTDA;AMESAÚDE;Administradora de Benefícios
415944;5,12623E+13;CLÍNICA SÃO GABRIEL S/S LTDA;;Medicina de Grupo
419796;1,43721E+13;COMPANHIA DAS DOCAS DO ESTADO DA BAHIA - CODEBA;CODEBA;Autogestão
330051;4,79026E+13;COMPANHIA DE ENGENHARIA DE TRAFEGO - CET;;Autogestão
416509;2,73165E+13;COMPANHIA DOCAS DO ESPIRITO SANTO - CODESA;CODESA;Autogestão
392405;2,81514E+13;COMPANHIA ESPIRITO SANTENSE DE SANEAMENTO;CESAN;Autogestão
334189;2,64617E+13;COMPANHIA NACIONAL DE ABASTECIMENTO - CONAB;COMPANHIA NACIONAL DE ABASTECIMENTO - C0NAB;Autogestão
420247;2,39207E+13;COMPAR ADMINISTRADORA DE BENEFICIOS LTDA - ME;COMPAR ADMINISTRADORA DE BENEFICIOS;Administradora de Benefícios
390259;7,00946E+13;COMSEDER - COOPERATIVA DE ASSISTÊNCIA MÉDICA DOS SERVIDORES DA SUPLAN E DO DER LTDA;COMSEDER;Autogestão
321931;2,96406E+13;CONFERÊNCIA SÃO JOSÉ DO AVAÍ;HOSPITAL SÃO JOSÉ DO AVAÍ;Filantropia
410624;3,61386E+12;CONFIANÇA ASSISTÊNCIA MÉDICO HOSPITALAR LTDA;CONFIANÇA SAÚDE;Medicina de Grupo
405931;6,05375E+13;CONSTRUDENTE ASSISTENCIA ODONTOLOGICA LTDA;CONSTRUDENTE;Odontologia de Grupo
418323;1,32863E+13;CONTEM ADMINISTRADORA DE PLANOS DE SAÚDE LTDA.;CONTEM ADMINISTRADORA DE BENEFICIOS;Administradora de Benefícios
407241;2,29825E+12;COOP-ODONTOCLASSIC - COOPERATIVA DE TRABALHO ODONTOLÓGICO;ODONTOCLASSIC;Cooperativa odontológica
367087;8,71585E+13;COOPERATIVA CENTRAL UNIMED DE COOPERATIVAS DE ASSISTÊNCIA À SAÚDE DO RIO GRANDE DO SUL LTDA.;UNIMED RIO GRANDE DO SUL;Cooperativa Médica
353477;1,04172E+12;COOPERATIVA DE ASSISTÊNCIA ODONTOLÓGICA VALE DO CAÍ LTDA - DENTSUL;DENTSUL;Cooperativa odontológica
418242;1,75009E+12;COOPERATIVA DE SAÚDE ODONTOLÓGICA - UNIODONTO RORAIMA;UNIODONTO DE RORAIMA;Cooperativa odontológica
313084;2,50641E+13;COOPERATIVA DE TRABALHO MEDICO DE ARAGUAÍNA - UNIMED ARAGUAÍNA;UNIMED DE ARAGUAINA;Cooperativa Médica
318213;8,52469E+13;COOPERATIVA DE TRABALHO MEDICO REGIÃO DO PLANALTO SERRANO;UNIMED LAGES;Cooperativa Médica
337188;2,14906E+13;COOPERATIVA DE TRABALHO MÉDICO DE POUSO ALEGRE;UNIMED SUL MINEIRA;Cooperativa Médica
317012;8,51772E+13;COOPERATIVA DE TRABALHO MÉDICO DO PLANALTO NORTE DE SANTA CATARINA LTDA;UNIMED PLANALTO NORTE;Cooperativa Médica
419028;2,59067E+13;COOPERATIVA DE TRABALHO ODONTOLOGICO - UNIODONTO ITAJUBÁ;;Cooperativa odontológica
359459;2,72504E+12;COOPERATIVA DOS CIRURGIÕES DENTISTAS DO ESTADO DE SERGIPE;COOPERDONTO;Cooperativa odontológica
404241;7,23504E+13;COOPERATIVA DOS USUÁRIOS DE SERVIÇOS DE SAÚDE DO VALE DO RIO DOS SINOS LTDA;COOPERSINOS LTDA;Autogestão
406805;3,26862E+12;COOPERATIVA DOS USUÁRIOS DE SERVIÇOS DE SAÚDE LTDA.;COOPUSAÚDE;Medicina de Grupo
400572;2,94718E+12;COOPERATIVA EVIDENTE - COOPERATIVA DE TRABALHO ODONTOLÓGICA DE BOTUCATU;EVIDENTE;Cooperativa odontológica
342335;1,5016E+12;COOPERATIVA ODONTOLÓGICA DE GARANHUNS E AGRESTE MERIDIONAL.;UNIODONTO GARANHUNS;Cooperativa odontológica
365785;2,25485E+12;COOPERATIVA ODONTOLÓGICA DO ESTADO DO AMAPÁ;UNIODONTO AMAPÁ;Cooperativa odontológica
409791;3,49403E+12;COOPERATIVA ODONTOLÓGICA POÇOS DE CALDAS;UNIODONTO POÇOS DE CALDAS;Cooperativa odontológica
402010;4,91998E+11;COOPERATIVA ODONTOLÓGICA REGIÃO SUL DA BAHIA - UNIODONTO;UNIODONTO ITABUNA;Cooperativa odontológica
353892;1,90527E+13;COOPERCISO - CENTRO INTEGRADO DE SERVIÇO ODONTOLÓGICO S/S LTDA.;COOPERCISO;Odontologia de Grupo
418757;7,35055E+13;CORPLIFE ADMINISTRADORA DE BENEFÍCIOS LTDA ;CORPLIFE ADMINISTRADORA DE BENEFÍCIOS LTDA ;Administradora de Benefícios
418960;1,76709E+13;CORPORE ADMINISTRADORA DE BENEFICIOS DA SAUDE LTDA;;Administradora de Benefícios
368181;1,90096E+13;CROE - CENTRO DE REABILITACAO ORAL ESPECIALIZADO LTDA;CROE-CENTRO DE REABILITAÇAO ORAL ESPECIALIZADO LTDA;Odontologia de Grupo
397245;6,90993E+13;CROWN ODONTOLOGIA DE GRUPO LTDA;CROWN ODONTOLOGIA DE GRUPO LTDA;Odontologia de Grupo
421952;3,38031E+13;CRZ PLANO ODONTOLÓGICO LTDA;CRUZ DENTAL;Odontologia de Grupo
422045;3,48244E+13;CTESK ADMINISTRADORA DE BENEFIÍCIOS LTDA;CTESK ADMINISTRADORA DE BENEFIÍCIOS ;Administradora de Benefícios
419737;1,19733E+13;D1 ADMINISTRADORA DE BENEFÍCIOS PRIVADOS DE ASSISTÊNCIA A SAÚDE  COLETIVOS LTDA;;Administradora de Benefícios
416118;2,53137E+11;DANA INDUSTRIAS LTDA.;;Autogestão
421081;2,78321E+13;DELFHI PLANOS ODONTOLÓGICOS LTDA;DELFHI ODONTO;Odontologia de Grupo
420239;2,46199E+13;DENTAL CARE ASSISTÊNCIA ODONTOLÓGICA LTDA;DENTAL CARE;Odontologia de Grupo
386219;6,64935E+13;DENTAL CARE CLINICA ODONTOLOGICA LTDA;ODONTOLOGICA;Odontologia de Grupo
339458;3,54367E+13;DENTAL CENTER LTDA;DENTAL CENTER LTDA;Odontologia de Grupo
300730;1,40229E+12;DENTAL GOLD ASSISTÊNCIA ODONTOLÓGICA LTDA.;DENTAL GOLD;Odontologia de Grupo
413747;4,21217E+12;DENTAL MASTER LTDA - EPP;DENTAL MASTER;Odontologia de Grupo
314366;5,71628E+11;DENTAL PLUS CONVÊNIO ODONTOLÓGICO LTDA.;DENTAL PLUS CONVÊNIO ODONTOLÓGICO;Odontologia de Grupo
304484;7,87381E+13;DENTAL UNI - COOPERATIVA ODONTOLÓGICA;DENTAL UNI;Cooperativa odontológica
423050;4,31929E+13;DENTAL WHITE PLANO DE ASSISTÊNCIA ODONTOLÓGICA LTDA;DENTAL WHITE;Odontologia de Grupo
333620;73193000100;DENTAL-MED ASSISTENCIA ODONTOLOGICA S/S LTDA;ORALMED ASSISTENCIA ODONTOLOGICA;Odontologia de Grupo
401463;1,36493E+12;DENTALMASTER COMÉRCIO DE PLANOS ODONTOLÓGICOS LTDA;DENTALMASTER;Odontologia de Grupo
422975;3,95279E+13;DENTALMASTER LTDA;DENTALMASTER;Odontologia de Grupo
322890;2,15615E+12;DENTALPAR ASSISTÊNCIA ODONTOLÓGICA EMPRESARIAL LTDA.;DENTALPAR;Odontologia de Grupo
416908;5,61667E+12;DENTALPLAN PLANOS DE ASSISTENCIA ODONTOLOGICA LTDA;DENTALPLAN VALE DO SÃO FRANCISCO;Odontologia de Grupo
327867;1,0603E+12;DENTIÇÃO CONVÊNIOS ODONTOLÓGICOS LTDA;DENTALPREV;Odontologia de Grupo
414425;3,11341E+12;DENTSY ODONTOLOGIA S/S LTDA.;DENTSY ODONTOLOGIA;Odontologia de Grupo
357669;1,99695E+13;DESBAN - FUNDAÇÃO BDMG DE SEGURIDADE SOCIAL;DESBAN;Autogestão
423271;4,57686E+13;DIXMED ADMINISTRADORA DE BENEFICIOS LTDA ;DIXMED;Administradora de Benefícios
349682;1,38763E+12;DOCTOR CLIN OPERADORA DE PLANOS DE SAÚDE LTDA.;DOCTOR CLIN;Medicina de Grupo
365645;3,05055E+13;DONA SAÚDE CLINICAS LTDA ;DONA SAÚDE.;Medicina de Grupo
423653;4,70584E+13;DR DIA PLANOS ODONTOLOGICOS E SAUDE LTDA;DR DIA PLANOS ODONTOLOGICOS E SAUDE LTDA;Odontologia de Grupo
416282;7,8935E+12;E.X.M BRASIL SAÚDE LTDA;AMEX SAÚDE;Medicina de Grupo
418927;1,73121E+13;EASY SAUDE ADMINISTRADORA DE BENEFICIOS LTDA;;Administradora de Benefícios
421120;2,72521E+13;EASYPLAN ADMINISTRADORA DE BENEFICIOS LTDA.;EASYPLAN ADMINISTRADORA;Administradora de Benefícios
342611;4,93208E+13;ECONOMUS INSTITUTO DE SEGURIDADE SOCIAL;;Autogestão
417343;3,92454E+13;ECS ADMINISTRADORA DE BENEFICIOS LTDA;;Administradora de Benefícios
422070;3,48443E+13;ELETROS SAÚDE - ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE;ELETROS-SAÚDE;Autogestão
417297;1,15938E+13;ELOSAÚDE - ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE;ELOSAÚDE;Autogestão
400891;3,52294E+11;EMPRESA BRASILEIRA DE INFRA-ESTRUTURA AEROPORTUÁRIA;INFRAERO;Autogestão
395480;3,71354E+13;ESMALE ASSISTENCIA INTERNACIONAL DE SAUDE LTDA.;SMILE ;Medicina de Grupo
422576;3,74424E+13;ESPLENDOR ADMINISTRADORA DE BENEFÍCIOS LTDA.;ESPLENDOR ADMINISTRADORA DE BENEFÍCIOS  ;Administradora de Benefícios
417441;1,85611E+12;EV ADMINISTRADORA DE BENEFÍCIOS LTDA;;Administradora de Benefícios
401480;2,98963E+12;EVANGELICO SAUDE LTDA.;MEDSUL SAUDE;Medicina de Grupo
423700;4,97541E+13;EVO SAUDE ASSISTENCIA MEDICA LTDA;EVO SAÚDE;Medicina de Grupo
423785;5,11075E+13;EVOLUÇÃO ADMINISTRADORA DE BENEFICIOS LTDA ;AFFIANCE;Administradora de Benefícios
421642;3,17633E+13;EXCELÊNCIA PLANO DE SAÚDE S/A;;Medicina de Grupo
414204;1,74799E+12;EXTRAMED ADMINISTRAÇÃO E SERVIÇOS MÉDICOS LTDA;EXTRAMED;Administradora de Benefícios
423777;1,16419E+13;FEBRAFITE SAUDE;FEBRAFITE SAUDE;Autogestão
423581;4,93909E+13;FEDERAL ADMINISTRADORA DE BENEFICIOS LTDA;FEDERAL ADMINISTRADORA DE BENEFICIOS;Administradora de Benefícios
415626;7,27063E+12;FEDERAÇÃO DAS COOP ODONTOLÓGICAS DO ESTADO DE SANTA CATARINA;UNIODONTO CATARINENSE;Cooperativa odontológica
313971;8,41125E+13;FEDERAÇÃO DAS SOCIEDADES COOPERATIVAS DE TRABALHO MÉDICO DO ACRE, AMAPÁ, AMAZONAS, PARÁ, RONDONIA E RORAIMA;FAMA;Cooperativa Médica
410888;3,63778E+12;FILOSANITAS SAUDE LTDA;SANTA FILOMENA SAUDE;Medicina de Grupo
423921;5,21749E+13;FOX SAÚDE ASSISTÊNCIA MÉDICA INTEGRADA LTDA;FOX SAÚDE;Medicina de Grupo
419818;9,0305E+12;FR PLANO ODONTOLÓGICO LTDA;LODONTO ESPAÇO DO SORRISO;Odontologia de Grupo
370592;2,6183E+12;FUNASA SAÚDE;FUNASA SAÚDE;Medicina de Grupo
329665;5,80481E+11;FUNDACAO CAPITAL PREVIDENCIA E SAUDE - CAPITAL PREV;CAPITAL PREV - FUNDACAO CAPITAL PREVIDENCIA E SAUDE;Autogestão
410292;6,04994E+13;FUNDACAO LEONOR DE BARROS CAMARGO;FUNDACAO LEONOR DE BARROS CAMARGO;Filantropia
307751;1,25853E+13;FUNDAÇAO COMPESA DE PREVIDENCIA E ASSISTENCIA - COMPESAPREV;COMPESAPREV;Autogestão
315567;6,60903E+11;FUNDAÇÃO AFFEMG DE ASSISTÊNCIA E SAÚDE - FUNDAFFEMG;FUNDAFFEMG;Autogestão
346926;6,28107E+11;FUNDAÇÃO ASSISTENCIAL DOS SERVIDORES DO MINISTÉRIO DA FAZENDA;FUNDAÇÃO ASSEFAZ;Autogestão
315044;8,2957E+13;FUNDAÇÃO CELESC DE SEGURIDADE SOCIAL - CELOS;FUNDAÇÃO CELESC;Autogestão
315478;6,24651E+13;FUNDAÇÃO CESP;VIVEST;Autogestão
317233;4,21602E+13;FUNDAÇÃO CHESF DE ASSISTÊNCIA E SEGURIDADE SOCIAL;FACHESF;Autogestão
355151;7,50549E+13;FUNDAÇÃO COPEL DE PREVIDÊNCIA E ASSISTÊNCIA SOCIAL;FUNDAÇÃO COPEL;Autogestão
339636;3,97695E+11;FUNDAÇÃO DE ASSISTÊNCIA E PREVIDÊNCIA SOCIAL DO BNDES;FUNDAÇÃO DE ASSISTÊNCIA E PREVIDÊNCIA SOCIAL DO BNDES;Autogestão
420701;2,5064E+13;FUNDAÇÃO DE ASSISTÊNCIA À SAÚDE DA ASSOCIAÇÃO DO MINISTÉRIO PÚBLICO DO RIO GRANDE DO SUL;FAS/AMP/RS;Autogestão
311359;3,04148E+11;FUNDAÇÃO DE SAÚDE ITAIGUAPY;HOSPITAL MINISTRO COSTA CAVALCANTI - PLANO DE SAÚDE ITAMED;Medicina de Grupo
330809;3,17876E+13;FUNDAÇÃO DE SEGURIDADE SOCIAL DA ARCELORMITTAL BRASIL - FUNSSEST;FUNSSEST;Autogestão
418285;1,28388E+13;FUNDAÇÃO FIAT SAÚDE E BEM ESTAR;STELLANTIS SAUDE MG;Autogestão
323942;2,6151E+13;FUNDAÇÃO FILANTRÓPICA E BENEFICENTE DE SAÚDE ARNALDO GAVAZZA FILHO;HOSPITAL ARNALDO GAVAZZA FILHO;Filantropia
378216;2,01195E+13;FUNDAÇÃO LIBERTAS DE SEGURIDADE SOCIAL;FUNDAÇÃO LIBERTAS;Autogestão
418501;1,44086E+13;FUNDAÇÃO PLAMHUV - PLANO MÉDICO HOSPITALAR DOS HOSPITAIS UNIDOS DE VIÇOSA;PLAMHUV;Medicina de Grupo
338648;7,73759E+13;FUNDAÇÃO SANEPAR DE ASSISTÊNCIA SOCIAL;FUNDAÇÃO SANEPAR DE ASSISTÊNCIA SOCIAL;Autogestão
312126;7,38094E+13;FUNDAÇÃO SAÚDE ITAÚ;FUNDAÇÃO SAÚDE ITAÚ;Autogestão
339954;1,98784E+13;FUNDAÇÃO SÃO FRANCISCO XAVIER;HOSPITAL MÁRCIO CUNHA;Filantropia
418129;1,30261E+13;FUNDO DE ASSISTÊNCIA MÉDICO-HOSPITALAR DO MINISTÉRIO PÚBLICO;FAMEH/MP;Autogestão
414689;4,83909E+12;FUNDO DE ASSISTÊNCIA À SAÚDE DOS FUNCIONÁRIOS DO BEC;FAMED;Autogestão
409286;6,86877E+13;G & M ASSESSORIA MEDICA EMPRESARIAL LTDA - EPP;LIFE LAGOS SAUDE;Medicina de Grupo
419443;1,6693E+13;G2C ADMINISTRADORA DE BENEFICIOS LTDA - ME;;Administradora de Benefícios
407011;2,00992E+12;GAMA SAUDE LTDA.;GAMA SAUDE LTDA.;Medicina de Grupo
343064;4,55726E+13;GARANTIA DE SAÚDE LTDA;GARANTIA DE SAÚDE;Medicina de Grupo
419931;1,05478E+13;GEAC - GERENCIAMENTO EMPRESARIAL LTDA;;Administradora de Benefícios
323080;3,65843E+12;GEAP AUTOGESTÃO EM SAÚDE;GEAP;Autogestão
424226;3,97345E+13;GESTAO VIDA ADMINISTRADORA DE BENEFICIOS LTDA.;;Administradora de Benefícios
423076;4,36073E+13;GESTÃO ADMINISTRADORA DE PLANOS DE SAUDE LTDA;;Administradora de Benefícios
416819;5,85123E+13;GKN DO BRASIL LTDA;;Autogestão
422258;3,10692E+13;GLOBAL-AL ADMINISTRADORA DE BENEFÍCIOS LTDA;GLOBAL ADMINISTRADORA DE BENEFÍCIOS LTDA;Administradora de Benefícios
422681;4,01873E+13;GOCARE PLANOS DE SAUDE LTDA;;Medicina de Grupo
423726;5,03542E+13;GOLD PLAN EMPREENDIMENTOS LTDA;GOLD PLAN.;Odontologia de Grupo
309222;3,19255E+13;GRUPO HOSPITALAR DO RIO DE JANEIRO LTDA;ASSIM SAÚDE;Medicina de Grupo
413160;4,16572E+12;GS PLANO GLOBAL DE SAÚDE LTDA;GS;Medicina de Grupo
350249;2,66851E+12;H.B. SAÚDE S/A.;HB SAÚDE;Medicina de Grupo
423122;2,09732E+13;H2U ADMINISTRADORA DE BENEFICIOS LTDA.;H2U ADMINISTRADORA;Administradora de Benefícios
368253;6,35541E+13;HAPVIDA ASSISTENCIA MEDICA S.A.;HAPVIDA;Medicina de Grupo
414352;5,01132E+12;HBC SAÚDE LTDA.;HBC SAÚDE;Medicina de Grupo
417611;1,08464E+13;HEALTH ADMINISTRADORA DE BENEFICIOS LTDA;;Administradora de Benefícios
421723;2,70473E+13;HEALTH-MED SISTEMA DE SAUDE LTDA;HEALTH-MED;Medicina de Grupo
419303;1,89189E+13;HEBROM ADMINISTRADORA DE BENEFICIOS LTDA. - ME;;Administradora de Benefícios
423670;4,99608E+13;HES PLANO DE SAUDE LTDA;;Odontologia de Grupo
424137;5,45791E+13;HOME ADMINISTRADORA DE BENEFÍCIOS LTDA;HOME BENEFICIOS;Administradora de Benefícios
416398;8,85918E+11;HOSPITAIS E CLÍNICAS DO PIAUÍ S/S LTDA;INTERMED;Medicina de Grupo
314706;2,22631E+13;HOSPITAL CESAR LEITE;HOSPITAL CESAR LEITE;Filantropia
420930;7,78935E+13;HOSPITAL DE CARIDADE SÃO VICENTE DE PAULO;HOSPITAL DE CARIDADE SÃO VICENTE DE PAULO;Filantropia
341941;9,06198E+13;HOSPITAL DE PRONTOCLINICA LTDA.;HOSPITAL DE PRONTOCLINICA LTDA.;Medicina de Grupo
421626;1,66765E+13;HOSPITAL MATER DEI SA ;;Autogestão
424129;3,28451E+12;HOSPITAL MATERNIDADE SÃO VICENTE DE PAULO;HOSPITAL MATERNIDADE SÃO VICENTE DE PAULO;Filantropia
363189;3,04449E+12;HOSPITAL S.P. LTDA.;PRONTOCLÍNICA;Medicina de Grupo
342955;2,97804E+13;HSMED SAUDE LTDA;HSMED SAÚDE;Medicina de Grupo
423343;4,63166E+13;HUB HEALTH ADMINISTRADORA DE BENEFICIOS LTDA ;HUB HEALTH  ;Administradora de Benefícios
348180;9,56422E+13;HUMANA SAÚDE LTDA.;HUMANA SAÚDE;Medicina de Grupo
357511;3,61325E+11;HUMANA SAÚDE NORDESTE LTDA. ;HUMANA SAUDE;Medicina de Grupo
417050;9,29804E+12;IBBCA 2008 GESTÃO EM SAÚDE LTDA;IBBCA GESTÃO;Administradora de Benefícios
423840;5,1381E+13;IDEAL ADMINISTRADORA DE BENEFICIOS LTDA;IDEALL SOLUÇÕES EM SAUDE E VIDA;Administradora de Benefícios
414921;1,17675E+12;IDEAL ODONTO ASSISTÊNCIA ODONTOLÓGICA LTDA.;;Odontologia de Grupo
420751;2,60322E+13;IDEAL SAÚDE ASSISTÊNCIA MÉDICA AMBULATORIAL LTDA;IDEAL SAÚDE;Medicina de Grupo
414557;1,64829E+13;IDENTAL ASSISTÊNCIA ODONTOLÓGICA LTDA - ME;IDENTAL;Odontologia de Grupo
424277;5,73957E+13;IMPERIUM OPERADORA DE PLANOS DE SAUDE S/A;;Medicina de Grupo
421812;3,00955E+13;IMPETU ADMINISTRADORA DE BENEFICIOS LTDA;;Administradora de Benefícios
418277;1,34124E+13;INDEPENDENCIA ADMINISTRADORA DE BENEFICIOS LTDA;INDEPENDENCIA ADMINISTRADORA DE BENEFICIOS LTDA;Administradora de Benefícios
329282;3,22818E+11;INDUSTRIAS NUCLEARES DO BRASIL S/A - INB;INDUSTRIAS NUCLEARES DO BRASIL S/A - INB;Autogestão
423564;4,27859E+13;INFINITY SAÚDE SUPLEMENTAR LTDA;INFINITY ;Medicina de Grupo
423572;4,89823E+13;INNOVA PLANO DE SAUDE LTDA;INNOVA PLANO DE SAUDE;Medicina de Grupo
420301;2,52918E+13;INOVA ADMINISTRADORA DE BENEFÍCIOS LTDA ME;HUBCARE ADMNISTRADORA DE BENEFÍCIOS;Administradora de Benefícios
419427;9,28277E+13;INSTITUIÇÃO BENEFICENTE CEL MASSOT - IBCM;IBCM;Autogestão
419010;3,5189E+12;INSTITUTO CURITIBA DE SAÚDE;INSTITUTO CURITIBA DE SAÚDE - ICS;Autogestão
414981;7,52137E+12;INSTITUTO DE ODONTOLOGIA DO MARANHÃO LTDA.;IOMA;Odontologia de Grupo
415260;5,59705E+12;INSTITUTO DE SAÚDE ODONTOLÓGICA - ISODONT LTDA;ISODONT;Odontologia de Grupo
423173;4,44778E+13;INTEGRA ASSISTENCIA MEDICA SA;BLUE COMPANY;Medicina de Grupo
421839;3,26923E+13;INTEGRAL ADMINISTRADORA DE BENEFÍCIOS LTDA.;INTEGRAL SAÚDE;Administradora de Benefícios
418340;1,3523E+13;INTEGRAL CONVÊNIO ODONTOLÓGICO LTDA.;INTEGRAL CONVÊNIO ODONTOLÓGICO;Odontologia de Grupo
